Soil No;%;%;%;;;%;mm;;`%;g/cm3;g/cm3;cm/hr;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;cm3/cm3;%;mm;mm;dS/m;;%;%;Cmole/kg;;mm;;%;;;;mm/h;%;;Yes/no;Yes/no;
Code;Clay;Silt;Sand;Texture Class;TextureCode;Gravel;dg;Sg;OC;Db;Dp;Ksat;WC_s;WC_i;FC;PWP;WC_r;WAS;MWD;GMD;EC;pH;Gypsum;CCE;CEC;SAR;DiscRedius;Instrument;Vegetation cover;Landuse (reported by data owners);Landuse (classifed);Landuse_Code;Rainfal intensity;Slope;Treatment;Crust;Sand contact layer;
912;13,600;24,000;62,400;SANDY LOAM;3;20,000;0,165;12,668;2,490;1,400;2,131;;;;;;;;;;0,172;8,130;;32,000;;;;3;;Pasture;Pasture;3;;;;;;
913;13,600;26,000;60,400;SANDY LOAM;3;20,000;0,154;12,659;3,090;1,500;2,601;;;;;;;;;;0,180;8,130;;30,000;;;;3;;Pasture;Pasture;3;;;;;;
914;13,000;29,000;58,000;SANDY LOAM;3;30,000;0,143;12,292;2,565;1,300;1,925;;;;;;;;;;0,170;7,900;;24,000;;;;3;;Pasture;Pasture;3;;;;;;
915;10,000;31,000;59,000;SANDY LOAM;3;28,000;0,164;10,736;1,290;1,440;2,156;;;;;;;;;;0,132;8,200;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
916;15,000;21,000;64,000;SANDY LOAM;3;29,000;0,167;13,470;2,640;1,360;2,036;;;;;;;;;;0,311;7,830;;24,000;;;;3;;Pasture;Pasture;3;;;;;;
917;8,000;27,000;65,000;SANDY LOAM;3;27,000;0,218;9,562;1,890;1,550;2,171;;;;;;;;;;0,191;7,850;;23,000;;;;3;;Pasture;Pasture;3;;;;;;
918;15,000;19,000;66,000;SANDY LOAM;3;26,000;0,180;13,447;1,590;1,620;2,485;;;;;;;;;;0,123;7,450;;22,000;;;;3;;Pasture;Pasture;3;;;;;;
919;17,000;15,000;68,000;SANDY LOAM;3;24,000;0,182;14,642;2,490;1,320;2,037;;;;;;;;;;0,175;7,860;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
920;16,000;18,000;66,000;SANDY LOAM;3;30,000;0,174;14,053;1,440;1,450;2,291;;;;;;;;;;0,188;8,000;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
921;14,000;22,000;64,000;SANDY LOAM;3;25,000;0,173;12,886;0,990;1,440;2,404;;;;;;;;;;0,145;8,220;;30,000;;;;3;;Pasture;Pasture;3;;;;;;
922;13,000;24,000;63,000;SANDY LOAM;3;30,000;0,172;12,326;0,690;1,250;1,788;;;;;;;;;;0,165;7,930;;33,000;;;;3;;Pasture;Pasture;3;;;;;;
923;18,000;23,000;59,000;SANDY LOAM;3;35,000;0,126;15,116;0,390;1,320;2,037;;;;;;;;;;0,176;7,800;;35,000;;;;3;;Pasture;Pasture;3;;;;;;
924;10,000;20,000;70,000;SANDY LOAM;3;40,000;0,246;10,361;1,740;1,380;1,977;;;;;;;;;;0,168;7,840;;31,000;;;;3;;Pasture;Pasture;3;;;;;;
925;10,000;15,000;75,000;SANDY LOAM;3;30,000;0,295;9,958;2,190;1,440;2,824;;;;;;;;;;0,162;8,180;;29,000;;;;3;;Pasture;Pasture;3;;;;;;
926;6,000;12,000;82,000;LOAMY SAND;2;40,000;0,435;6,969;2,940;1,420;2,102;;;;;;;;;;0,308;7,950;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
927;15,000;23,000;62,000;SANDY LOAM;3;25,000;0,156;13,466;2,640;1,470;2,625;;;;;;;;;;0,195;8,230;;26,000;;;;3;;Pasture;Pasture;3;;;;;;
928;13,000;27,000;60,000;SANDY LOAM;3;20,000;0,154;12,325;1,590;1,600;2,500;;;;;;;;;;0,184;8,070;;27,000;;;;3;;Pasture;Pasture;3;;;;;;
929;12,000;25,000;63,000;SANDY LOAM;3;15,000;0,178;11,768;0,390;1,540;2,575;;;;;;;;;;0,181;7,640;;22,000;;;;3;;Pasture;Pasture;3;;;;;;
930;10,000;29,000;61,000;SANDY LOAM;3;30,000;0,177;10,722;0,690;1,510;2,677;;;;;;;;;;0,180;7,980;;23,000;;;;3;;Pasture;Pasture;3;;;;;;
931;9,000;26,000;65,000;SANDY LOAM;3;25,000;0,211;10,086;1,290;1,200;2,058;;;;;;;;;;0,186;8,190;;29,000;;;;3;;Pasture;Pasture;3;;;;;;
932;17,000;17,000;66,000;SANDY LOAM;3;20,000;0,169;14,671;0,990;1,485;2,257;;;;;;;;;;0,180;7,970;;27,000;;;;3;;Pasture;Pasture;3;;;;;;
933;16,000;18,000;66,000;SANDY LOAM;3;30,000;0,174;14,053;0,690;1,404;2,507;;;;;;;;;;0,178;7,950;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
934;14,000;22,000;64,000;SANDY LOAM;3;25,000;0,173;12,886;0,240;1,360;2,274;;;;;;;;;;0,172;8,140;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
935;13,000;24,000;63,000;SANDY LOAM;3;30,000;0,172;12,326;1,590;1,516;2,688;;;;;;;;;;0,180;8,130;;30,000;;;;3;;Pasture;Pasture;3;;;;;;
936;18,000;23,000;59,000;SANDY LOAM;3;35,000;0,126;15,116;1,440;1,537;2,955;;;;;;;;;;0,123;7,800;;33,000;;;;3;;Pasture;Pasture;3;;;;;;
937;10,000;20,000;70,000;SANDY LOAM;3;40,000;0,246;10,361;0,990;1,270;2,006;;;;;;;;;;0,168;7,840;;35,000;;;;3;;Pasture;Pasture;3;;;;;;
938;10,000;20,000;70,000;SANDY LOAM;3;40,000;0,246;10,361;0,990;1,440;2,404;;;;;;;;;;0,184;7,840;;31,000;;;;3;;Pasture;Pasture;3;;;;;;
939;12,000;25,000;63,000;SANDY LOAM;3;15,000;0,178;11,768;0,690;1,470;2,625;;;;;;;;;;0,181;8,180;;23,000;;;;3;;Pasture;Pasture;3;;;;;;
940;13,000;29,000;58,000;SANDY LOAM;3;30,000;0,143;12,292;0,390;1,500;2,601;;;;;;;;;;0,180;7,950;;28,000;;;;3;;Pasture;Pasture;3;;;;;;
941;39,400;43,600;43,000;Error;;;0,014;11,817;0,990;1,540;;;;0,083;;;;;;;;8,200;;;;;10,000;5;2,500;;; ;;;;;;
942;38,140;42,780;41,240;Error;;;0,015;12,495;1,350;1,350;;;;0,111;;;;;;;;8,600;;;;;10,000;5;3,000;;; ;;;;;;
943;42,650;40,190;39,620;Error;;;0,012;12,346;1,240;1,430;;;;0,095;;;;;;;;8,400;;;;;10,000;5;4,600;;; ;;;;;;
944;41,950;38,650;43,500;Error;;;0,014;13,298;1,320;1,280;;;;0,102;;;;;;;;8,500;;;;;10,000;5;5,200;;; ;;;;;;
945;43,650;39,400;41,780;Error;;;0,012;12,397;1,140;1,240;;;;0,085;;;;;;;;8,200;;;;;10,000;5;2,500;;; ;;;;;;
946;43,520;41,740;38,650;Error;;;0,011;11,337;1,650;1,320;;;;0,105;;;;;;;;8,300;;;;;10,000;5;1,600;;; ;;;;;;
947;46,250;43,580;37,480;Error;;;0,008;9,489;1,980;1,210;;;;0,103;;;;;;;;8,400;;;;;10,000;5;2,000;;; ;;;;;;
948;41,580;46,320;39,480;Error;;;0,011;9,954;1,280;1,330;;;;0,092;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
949;42,750;43,250;45,020;Error;;;0,011;10,945;1,640;1,260;;;;0,097;;;;;;;;8,100;;;;;10,000;5;2,400;;; ;;;;;;
950;43,650;40,870;40,010;Error;;;0,011;11,701;1,350;1,350;;;;0,095;;;;;;;;8,300;;;;;10,000;5;0,000;;; ;;;;;;
951;41,060;37,150;39,870;Error;;;0,015;14,226;1,090;1,220;;;;0,119;;;;;;;;8,300;;;;;10,000;5;0,000;;; ;;;;;;
952;40,310;38,940;40,650;Error;;;0,015;13,615;1,020;1,150;;;;0,124;;;;;;;;8,600;;;;;10,000;5;0,000;;; ;;;;;;
953;42,620;41,500;40,840;Error;;;0,012;11,760;1,320;1,290;;;;0,115;;;;;;;;8,200;;;;;10,000;5;1,200;;; ;;;;;;
954;41,850;42,030;45,020;Error;;;0,012;11,790;1,070;1,280;;;;0,107;;;;;;;;8,100;;;;;10,000;5;1,600;;; ;;;;;;
955;43,800;45,150;43,020;Error;;;0,009;9,722;1,150;1,290;;;;0,104;;;;;;;;8,000;;;;;10,000;5;0,000;;; ;;;;;;
956;38,900;43,510;42,160;Error;;;0,014;11,989;1,090;1,100;;;;0,093;;;;;;;;8,200;;;;;10,000;5;1,600;;; ;;;;;;
957;39,540;42,320;40,250;Error;;;0,014;12,321;1,270;1,320;;;;0,092;;;;;;;;8,400;;;;;10,000;5;0,500;;; ;;;;;;
958;38,650;39,480;38,650;Error;;;0,017;13,782;1,470;1,160;;;;0,099;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
959;40,150;38,960;37,290;Error;;;0,015;13,630;1,260;1,190;;;;0,102;;;;;;;;8,300;;;;;10,000;5;1,000;;; ;;;;;;
960;42,650;38,940;39,480;Error;;;0,013;12,926;1,350;1,200;;;;0,089;;;;;;;;8,400;;;;;10,000;5;0,000;;; ;;;;;;
961;19,160;19,250;17,480;Error;;;0,132;15,805;2,560;1,090;;;;0,144;;;;;;;;8,000;;;;;10,000;5;29,200;;; ;;;;;;
962;21,550;18,280;18,110;Error;;;0,116;17,189;3,240;1,050;;;;0,152;;;;;;;;7,600;;;;;10,000;5;40,500;;; ;;;;;;
963;14,730;18,310;19,540;Error;;;0,186;13,161;3,010;1,020;;;;0,121;;;;;;;;7,500;;;;;10,000;5;50,410;;; ;;;;;;
964;16,200;19,320;11,480;Error;;;0,162;14,058;6,540;0,980;;;;0,143;;;;;;;;8,100;;;;;10,000;5;78,400;;; ;;;;;;
965;12,550;15,450;15,200;Error;;;0,240;11,606;4,670;1,050;;;;0,115;;;;;;;;8,100;;;;;10,000;5;54,700;;; ;;;;;;
966;17,580;14,750;19,190;Error;;;0,174;14,902;5,980;1,000;;;;0,142;;;;;;;;7,900;;;;;10,000;5;50,740;;; ;;;;;;
967;14,210;14,100;22,270;Error;;;0,225;12,642;6,780;1,030;;;;0,143;;;;;;;;7,800;;;;;10,000;5;62,500;;; ;;;;;;
968;19,770;14,200;21,870;Error;;;0,153;16,317;3,850;1,050;;;;0,114;;;;;;;;7,700;;;;;10,000;5;30,480;;; ;;;;;;
969;17,100;17,790;17,690;Error;;;0,161;14,618;4,730;1,060;;;;0,114;;;;;;;;7,400;;;;;10,000;5;39,800;;; ;;;;;;
970;13,700;20,190;20,510;Error;;;0,187;12,577;4,250;1,040;;;;0,115;;;;;;;;7,600;;;;;10,000;5;45,600;;; ;;;;;;
971;20,120;34,560;45,320;LOAM;6;;0,071;14,728;0,990;1,510;;;;0,052;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
972;17,400;36,350;46,250;LOAM;6;;0,081;13,590;1,350;1,460;;;;0,052;;;;;;;;8,600;;;;;10,000;5;1,000;;; ;;;;;;
973;25,140;32,540;42,320;LOAM;6;;0,054;16,447;1,240;1,480;;;;0,060;;;;;;;;8,400;;;;;10,000;5;2,000;;; ;;;;;;
974;22,280;39,580;38,140;LOAM;6;;0,051;14,249;1,320;1,520;;;;0,043;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
975;17,770;39,580;42,650;LOAM;6;;0,070;13,227;1,140;1,640;;;;0,053;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
976;15,510;35,240;49,250;LOAM;6;;0,096;13,039;1,650;1,480;;;;0,061;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
977;18,450;41,300;40,250;LOAM;6;;0,063;13,109;1,980;1,560;;;;0,061;;;;;;;;7,900;;;;;10,000;5;1,000;;; ;;;;;;
978;16,500;42,250;41,250;LOAM;6;;0,069;12,462;1,280;1,580;;;;0,044;;;;;;;;8,200;;;;;10,000;5;6,000;;; ;;;;;;
979;17,690;37,290;45,020;LOAM;6;;0,076;13,552;1,640;1,520;;;;0,050;;;;;;;;8,100;;;;;10,000;5;7,000;;; ;;;;;;
980;20,510;39,480;40,010;LOAM;6;;0,058;13,924;1,350;1,480;;;;0,042;;;;;;;;8,300;;;;;10,000;5;1,000;;; ;;;;;;
981;25,290;32,150;42,560;LOAM;6;;0,054;16,572;1,050;1,650;;;;0,047;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
982;22,450;35,540;42,010;LOAM;6;;0,059;15,171;1,680;1,470;;;;0,060;;;;;;;;8,100;;;;;10,000;5;5,000;;; ;;;;;;
983;25,520;32,160;42,320;LOAM;6;;0,054;16,619;1,520;1,490;;;;0,048;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
984;21,700;35,650;42,650;LOAM;6;;0,061;14,968;1,050;1,530;;;;0,063;;;;;;;;8,400;;;;;10,000;5;9,000;;; ;;;;;;
985;15,700;42,980;41,320;LOAM;6;;0,071;12,138;1,530;1,580;;;;0,066;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
986;19,250;37,150;43,600;LOAM;6;;0,069;14,039;1,090;1,100;;;;0,065;;;;;;;;8,300;;;;;10,000;5;2,000;;; ;;;;;;
987;18,280;38,940;42,780;LOAM;6;;0,069;13,471;1,020;1,150;;;;0,054;;;;;;;;8,600;;;;;10,000;5;0,000;;; ;;;;;;
988;12,810;41,500;45,690;LOAM;6;;0,092;11,434;1,320;1,160;;;;0,052;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
989;15,430;42,030;42,540;LOAM;6;;0,075;12,199;1,070;1,080;;;;0,060;;;;;;;;8,100;;;;;10,000;5;3,000;;; ;;;;;;
990;8,730;45,150;46,120;LOAM;6;;0,107;9,705;1,150;1,090;;;;0,061;;;;;;;;8,000;;;;;10,000;5;2,000;;; ;;;;;;
991;13,470;43,510;43,020;LOAM;6;;0,081;11,427;1,090;1,110;;;;0,068;;;;;;;;8,100;;;;;10,000;5;4,000;;; ;;;;;;
992;16,160;42,320;41,520;LOAM;6;;0,071;12,361;1,270;1,050;;;;0,051;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
993;13,920;39,480;46,600;LOAM;6;;0,092;12,024;1,470;1,080;;;;0,055;;;;;;;;8,300;;;;;10,000;5;1,000;;; ;;;;;;
994;17,790;38,960;43,250;LOAM;6;;0,071;13,331;1,260;1,060;;;;0,054;;;;;;;;8,400;;;;;10,000;5;0,000;;; ;;;;;;
995;20,190;38,940;40,870;LOAM;6;;0,060;13,958;1,350;1,080;;;;0,063;;;;;;;;8,100;;;;;10,000;5;5,000;;; ;;;;;;
996;15,220;43,250;41,530;LOAM;6;;0,073;11,968;1,080;1,120;;;;0,048;;;;;;;;8,000;;;;;10,000;5;0,000;;; ;;;;;;
997;4,540;45,250;50,210;SANDY LOAM;3;;0,142;8,110;1,420;1,110;;;;0,048;;;;;;;;8,300;;;;;10,000;5;1,000;;; ;;;;;;
998;13,810;42,350;43,840;LOAM;6;;0,083;11,670;1,350;1,120;;;;0,047;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
999;13,070;41,250;45,680;LOAM;6;;0,091;11,548;1,320;1,080;;;;0,049;;;;;;;;8,100;;;;;10,000;5;5,000;;; ;;;;;;
1000;19,440;39,580;40,980;LOAM;6;;0,062;13,659;1,320;1,070;;;;0,061;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
1001;10,290;41,060;48,650;LOAM;6;;0,111;10,550;1,650;1,040;;;;0,060;;;;;;;;8,000;;;;;10,000;5;1,000;;; ;;;;;;
1002;16,120;40,310;43,570;LOAM;6;;0,076;12,642;1,420;1,060;;;;0,051;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
1003;8,130;42,620;49,250;LOAM;6;;0,122;9,622;1,530;1,120;;;;0,054;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
1004;17,930;41,050;41,020;LOAM;6;;0,065;13,026;1,250;1,110;;;;0,050;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
1005;7,030;49,320;43,650;LOAM;6;;0,103;8,840;1,490;1,100;;;;0,060;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
1006;18,900;37,580;43,520;LOAM;6;;0,070;13,869;1,230;1,090;;;;0,061;;;;;;;;8,600;;;;;10,000;5;4,000;;; ;;;;;;
1007;15,800;39,540;44,660;LOAM;6;;0,080;12,647;1,260;1,080;;;;0,064;;;;;;;;8,500;;;;;10,000;5;1,000;;; ;;;;;;
1008;19,770;38,650;41,580;LOAM;6;;0,063;13,912;1,980;1,050;;;;0,044;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
1009;17,100;40,150;42,750;LOAM;6;;0,072;12,950;1,420;1,040;;;;0,041;;;;;;;;7,900;;;;;10,000;5;5,000;;; ;;;;;;
1010;12,910;42,650;44,440;LOAM;6;;0,087;11,349;1,410;1,060;;;;0,040;;;;;;;;8,200;;;;;10,000;5;1,000;;; ;;;;;;
1011;14,520;38,980;46,500;LOAM;6;;0,089;12,287;1,090;1,080;;;;0,041;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
1012;12,100;38,650;49,250;LOAM;6;;0,107;11,418;1,540;1,090;;;;0,050;;;;;;;;8,100;;;;;10,000;5;4,000;;; ;;;;;;
1013;17,100;39,650;43,250;LOAM;6;;0,073;13,026;1,350;1,100;;;;0,060;;;;;;;;8,500;;;;;10,000;5;5,000;;; ;;;;;;
1014;16,250;34,250;49,500;LOAM;6;;0,094;13,426;1,010;1,070;;;;0,051;;;;;;;;8,400;;;;;10,000;5;2,000;;; ;;;;;;
1015;19,150;39,600;41,250;LOAM;6;;0,063;13,585;1,470;1,060;;;;0,050;;;;;;;;8,100;;;;;10,000;5;6,000;;; ;;;;;;
1016;17,110;40,240;42,650;LOAM;6;;0,071;12,939;1,050;1,090;;;;0,060;;;;;;;;8,500;;;;;10,000;5;2,000;;; ;;;;;;
1017;20,110;38,650;41,240;LOAM;6;;0,061;13,995;1,230;1,050;;;;0,050;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
1018;21,930;38,450;39,620;LOAM;6;;0,055;14,436;1,650;1,100;;;;0,053;;;;;;;;8,300;;;;;10,000;5;6,000;;; ;;;;;;
1019;20,090;36,410;43,500;LOAM;6;;0,067;14,402;1,050;1,080;;;;0,052;;;;;;;;8,400;;;;;10,000;5;4,000;;; ;;;;;;
1020;20,970;37,250;41,780;LOAM;6;;0,061;14,472;1,260;1,080;;;;0,051;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
1021;26,200;35,150;38,650;LOAM;6;;0,046;15,974;1,080;1,120;;;;0,058;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
1022;23,220;39,300;37,480;LOAM;6;;0,048;14,469;1,420;1,060;;;;0,051;;;;;;;;8,300;;;;;10,000;5;7,000;;; ;;;;;;
1023;26,020;34,500;39,480;LOAM;6;;0,048;16,120;1,360;1,050;;;;0,060;;;;;;;;8,000;;;;;10,000;5;0,000;;; ;;;;;;
1024;16,560;40,840;42,600;LOAM;6;;0,073;12,693;1,750;1,040;;;;0,063;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
1025;10,370;45,020;44,610;LOAM;6;;0,096;10,281;1,410;1,050;;;;0,069;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
1026;10,830;43,020;46,150;LOAM;6;;0,100;10,608;1,350;1,060;;;;0,067;;;;;;;;7,700;;;;;10,000;5;2,000;;; ;;;;;;
1027;14,970;42,160;42,870;LOAM;6;;0,077;12,047;1,020;1,040;;;;0,047;;;;;;;;8,500;;;;;10,000;5;5,000;;; ;;;;;;
1028;10,100;40,250;49,650;LOAM;6;;0,116;10,524;1,650;1,040;;;;0,046;;;;;;;;8,300;;;;;10,000;5;2,000;;; ;;;;;;
1029;18,840;38,650;42,510;LOAM;6;;0,067;13,672;1,280;1,060;;;;0,050;;;;;;;;8,400;;;;;10,000;5;1,000;;; ;;;;;;
1030;17,820;33,980;48,200;LOAM;6;;0,086;14,046;1,290;1,080;;;;0,050;;;;;;;;8,500;;;;;10,000;5;0,000;;; ;;;;;;
1031;18,280;39,870;41,850;LOAM;6;;0,067;13,317;1,170;1,020;;;;0,048;;;;;;;;8,400;;;;;10,000;5;0,000;;; ;;;;;;
1032;15,550;40,650;43,800;LOAM;6;;0,078;12,423;1,190;1,030;;;;0,050;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
1033;30,950;30,150;38,900;CLAY LOAM;9;;0,040;18,018;1,080;1,040;;;;0,048;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
1034;22,870;30,150;46,980;LOAM;6;;0,069;16,350;1,590;1,050;;;;0,049;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
1035;21,640;36,210;42,150;LOAM;6;;0,060;14,841;1,650;1,040;;;;0,057;;;;;;;;8,100;;;;;10,000;5;1,000;;; ;;;;;;
1036;18,600;34,250;47,150;LOAM;6;;0,080;14,284;1,740;1,010;;;;0,043;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
1037;18,030;38,320;43,650;LOAM;6;;0,072;13,500;1,380;1,060;;;;0,050;;;;;;;;8,100;;;;;10,000;5;4,000;;; ;;;;;;
1038;17,850;39,300;42,850;LOAM;6;;0,070;13,294;1,650;1,080;;;;0,051;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
1039;24,970;34,010;41,020;LOAM;6;;0,052;16,058;1,480;1,040;;;;0,049;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
1040;18,700;35,250;46,050;LOAM;6;;0,077;14,174;1,350;1,050;;;;0,063;;;;;;;;8,100;;;;;10,000;5;3,000;;; ;;;;;;
1041;18,150;34,800;47,050;LOAM;6;;0,081;14,054;1,250;1,060;;;;0,053;;;;;;;;8,500;;;;;10,000;5;2,000;;; ;;;;;;
1042;22,330;36,650;41,020;LOAM;6;;0,057;14,909;1,050;1,090;;;;0,052;;;;;;;;8,400;;;;;10,000;5;1,000;;; ;;;;;;
1043;22,300;34,680;43,020;LOAM;6;;0,061;15,313;1,060;1,080;;;;0,055;;;;;;;;8,200;;;;;10,000;5;4,000;;; ;;;;;;
1044;18,850;41,500;39,650;LOAM;6;;0,060;13,165;1,040;1,040;;;;0,050;;;;;;;;8,100;;;;;10,000;5;2,000;;; ;;;;;;
1045;17,900;42,320;39,780;LOAM;6;;0,063;12,798;1,080;1,090;;;;0,051;;;;;;;;8,400;;;;;10,000;5;0,000;;; ;;;;;;
1046;18,760;41,050;40,190;LOAM;6;;0,062;13,228;1,350;1,010;;;;0,060;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
1047;18,670;42,680;38,650;LOAM;6;;0,059;12,904;1,650;1,030;;;;0,054;;;;;;;;8,100;;;;;10,000;5;1,000;;; ;;;;;;
1048;19,350;41,250;39,400;LOAM;6;;0,059;13,323;1,850;1,050;;;;0,061;;;;;;;;8,200;;;;;10,000;5;2,000;;; ;;;;;;
1049;15,900;42,250;41,850;LOAM;6;;0,072;12,300;1,450;1,060;;;;0,052;;;;;;;;8,400;;;;;10,000;5;1,000;;; ;;;;;;
1050;11,360;39,320;49,320;LOAM;6;;0,110;11,081;1,060;1,040;;;;0,057;;;;;;;;8,200;;;;;10,000;5;5,000;;; ;;;;;;
1051;22,730;36,250;41,020;LOAM;6;;0,056;15,082;1,040;1,010;;;;0,057;;;;;;;;8,300;;;;;10,000;5;2,000;;; ;;;;;;
1052;20,280;37,400;42,320;LOAM;6;;0,064;14,272;1,080;1,000;;;;0,046;;;;;;;;8,200;;;;;10,000;5;1,000;;; ;;;;;;
1053;19,760;38,500;41,740;LOAM;6;;0,063;13,937;1,060;1,030;;;;0,050;;;;;;;;8,300;;;;;10,000;5;0,000;;; ;;;;;;
1054;21,840;34,580;43,580;LOAM;6;;0,063;15,214;1,080;1,050;;;;0,049;;;;;;;;8,200;;;;;10,000;5;0,000;;; ;;;;;;
1055;16,700;36,980;46,320;LOAM;6;;0,083;13,272;1,020;1,020;;;;0,057;;;;;;;;8,100;;;;;10,000;5;0,000;;; ;;;;;;
1056;15,700;38,650;45,650;LOAM;6;;0,083;12,727;1,030;1,060;;;;0,063;;;;;;;;8,400;;;;;10,000;5;0,000;;; ;;;;;;
1057;23,450;34,050;42,500;LOAM;6;;0,058;15,724;1,400;1,080;;;;0,042;;;;;;;;8,100;;;;;10,000;5;1,000;;; ;;;;;;
1058;24,250;34,500;41,250;LOAM;6;;0,054;15,798;1,060;1,020;;;;0,053;;;;;;;;8,500;;;;;10,000;5;4,000;;; ;;;;;;
1059;16,140;41,260;42,600;LOAM;6;;0,074;12,512;1,840;1,010;;;;0,050;;;;;;;;8,200;;;;;10,000;5;1,000;;; ;;;;;;
1060;19,350;39,650;41,000;LOAM;6;;0,062;13,625;1,020;1,010;;;;0,048;;;;;;;;8,230;;;;;10,000;5;1,000;;; ;;;;;;
1061;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1062;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1063;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1064;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1065;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1066;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1067;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1068;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1069;5,600;72,200;22,200;SILTY LOAM;7;;0,049;5,967;3,010;1,500;;;;;;;;;;;;;;0,900;;;75,000;2;;Conventional sloping vineyards;Vineyards;6;;;;;;
1070;15,000;8,000;77,000;SANDY LOAM;3;;0,270;12,826;1,400;1,600;;;;;;;;;;;;;;48,800;;;75,000;2;;Conventional olive orchards ;Garden;5;;;;;;
1071;15,000;8,000;77,000;SANDY LOAM;3;;0,270;12,826;1,400;1,600;;;;;;;;;;;;;;48,800;;;75,000;2;;Conventional olive orchards ;Garden;5;;;;;;
1072;15,000;8,000;77,000;SANDY LOAM;3;;0,270;12,826;1,400;1,600;;;;;;;;;;;;;;48,800;;;75,000;2;;Conventional olive orchards ;Garden;5;;;;;;
1073;15,000;8,000;77,000;SANDY LOAM;3;;0,270;12,826;1,400;1,600;;;;;;;;;;;;;;48,800;;;75,000;2;;Conventional olive orchards ;Garden;5;;;;;;
1074;15,000;8,000;77,000;SANDY LOAM;3;;0,270;12,826;1,400;1,600;;;;;;;;;;;;;;48,800;;;75,000;2;;Conventional olive orchards ;Garden;5;;;;;;
